,raw_time,raw_win_pct,clean_time,NYJ_win_pct
0,14:52 - 1st),BUF 73.1%,8,26.900000000000006
1,14:18 - 1st),BUF 77.2%,42,22.799999999999997
2,13:43 - 1st),BUF 72.7%,77,27.299999999999997
3,13:25 - 1st),BUF 65.0%,95,35.0
4,13:22 - 1st),BUF 78.1%,98,21.900000000000006
5,12:48 - 1st),BUF 79.6%,132,20.400000000000006
6,12:15 - 1st),BUF 79.1%,165,20.900000000000006
7,11:35 - 1st),BUF 70.0%,205,30.0
8,11:01 - 1st),BUF 81.4%,239,18.599999999999994
9,10:33 - 1st),BUF 83.3%,267,16.700000000000003
10,9:56 - 1st) ,BUF 80.1%,304,19.900000000000006
11,9:40 - 1st) ,BUF 79.8%,320,20.200000000000003
12,9:06 - 1st) ,BUF 71.1%,354,28.900000000000006
13,9:02 - 1st) ,BUF 68.8%,358,31.200000000000003
14,8:48 - 1st) ,BUF 78.8%,372,21.200000000000003
15,8:22 - 1st) ,BUF 71.1%,398,28.900000000000006
16,7:38 - 1st) ,BUF 74.8%,442,25.200000000000003
17,7:08 - 1st) ,BUF 72.5%,472,27.5
18,6:57 - 1st) ,BUF 72.1%,483,27.900000000000006
19,6:24 - 1st) ,BUF 71.3%,516,28.700000000000003
20,6:13 - 1st) ,BUF 71.3%,527,28.700000000000003
21,5:39 - 1st) ,BUF 69.8%,561,30.200000000000003
22,5:09 - 1st) ,BUF 68.0%,591,32.0
23,4:29 - 1st) ,BUF 68.4%,631,31.599999999999994
24,4:21 - 1st) ,BUF 69.5%,639,30.5
25,3:45 - 1st) ,BUF 73.3%,675,26.700000000000003
26,3:24 - 1st) ,BUF 73.6%,696,26.400000000000006
27,2:47 - 1st) ,BUF 74.0%,733,26.0
28,1:57 - 1st) ,BUF 67.6%,783,32.400000000000006
29,1:26 - 1st) ,BUF 66.0%,814,34.0
30,1:22 - 1st) ,BUF 71.7%,818,28.299999999999997
31,0:48 - 1st) ,BUF 72.3%,852,27.700000000000003
32,0:20 - 1st) ,BUF 70.8%,880,29.200000000000003
33,15:00 - 2nd),BUF 76.1%,900,23.900000000000006
34,14:30 - 2nd),BUF 63.6%,930,36.4
35,13:59 - 2nd),BUF 65.1%,961,34.900000000000006
36,13:22 - 2nd),BUF 78.2%,998,21.799999999999997
37,12:48 - 2nd),BUF 77.9%,1032,22.099999999999994
38,12:10 - 2nd),BUF 78.7%,1070,21.299999999999997
39,11:26 - 2nd),BUF 81.3%,1114,18.700000000000003
40,11:23 - 2nd),BUF 78.2%,1117,21.799999999999997
41,10:49 - 2nd),BUF 76.4%,1151,23.599999999999994
42,10:09 - 2nd),BUF 82.4%,1191,17.599999999999994
43,9:22 - 2nd) ,BUF 75.9%,1238,24.099999999999994
44,8:45 - 2nd) ,BUF 78.5%,1275,21.5
45,8:05 - 2nd) ,BUF 79.4%,1315,20.599999999999994
46,7:22 - 2nd) ,BUF 79.9%,1358,20.099999999999994
47,6:34 - 2nd) ,BUF 82.1%,1406,17.900000000000006
48,6:16 - 2nd) ,BUF 84.8%,1424,15.200000000000003
49,5:48 - 2nd) ,BUF 82.1%,1452,17.900000000000006
50,5:11 - 2nd) ,BUF 79.6%,1489,20.400000000000006
51,4:51 - 2nd) ,BUF 83.2%,1509,16.799999999999997
52,4:44 - 2nd) ,BUF 79.0%,1516,21.0
53,4:03 - 2nd) ,BUF 71.3%,1557,28.700000000000003
54,3:55 - 2nd) ,BUF 74.0%,1565,26.0
55,3:17 - 2nd) ,BUF 68.6%,1603,31.400000000000006
56,2:38 - 2nd) ,BUF 67.1%,1642,32.900000000000006
57,2:10 - 2nd) ,BUF 70.0%,1670,30.0
58,1:55 - 2nd) ,BUF 71.6%,1685,28.400000000000006
59,1:44 - 2nd) ,BUF 63.3%,1696,36.7
60,1:20 - 2nd) ,BUF 72.6%,1720,27.400000000000006
61,0:57 - 2nd) ,BUF 69.1%,1743,30.900000000000006
62,0:51 - 2nd) ,BUF 66.0%,1749,34.0
63,0:42 - 2nd) ,BUF 59.4%,1758,40.6
64,0:38 - 2nd) ,BUF 63.5%,1762,36.5
65,0:29 - 2nd) ,BUF 75.3%,1771,24.700000000000003
66,15:00 - 3rd),BUF 61.4%,1800,38.6
67,14:54 - 3rd),BUF 67.9%,1806,32.099999999999994
68,14:17 - 3rd),BUF 65.0%,1843,35.0
69,13:35 - 3rd),BUF 62.4%,1885,37.6
70,13:02 - 3rd),BUF 64.5%,1918,35.5
71,12:18 - 3rd),BUF 65.6%,1962,34.400000000000006
72,12:08 - 3rd),BUF 69.9%,1972,30.099999999999994
73,12:00 - 3rd),BUF 67.5%,1980,32.5
74,11:27 - 3rd),BUF 54.9%,2013,45.1
75,11:21 - 3rd),BUF 63.5%,2019,36.5
76,10:41 - 3rd),BUF 67.1%,2059,32.900000000000006
77,10:00 - 3rd),BUF 68.1%,2100,31.900000000000006
78,9:54 - 3rd) ,BUF 69.6%,2106,30.400000000000006
79,9:05 - 3rd) ,BUF 67.3%,2155,32.7
80,8:36 - 3rd) ,BUF 78.6%,2184,21.400000000000006
81,8:05 - 3rd) ,BUF 77.1%,2215,22.900000000000006
82,7:30 - 3rd) ,BUF 75.6%,2250,24.400000000000006
83,7:22 - 3rd) ,BUF 82.5%,2258,17.5
84,6:52 - 3rd) ,BUF 83.1%,2288,16.900000000000006
85,6:14 - 3rd) ,BUF 88.9%,2326,11.099999999999994
86,5:37 - 3rd) ,BUF 80.3%,2363,19.700000000000003
87,5:04 - 3rd) ,BUF 78.1%,2396,21.900000000000006
88,4:34 - 3rd) ,BUF 77.8%,2426,22.200000000000003
89,3:55 - 3rd) ,BUF 79.1%,2465,20.900000000000006
90,3:12 - 3rd) ,BUF 73.8%,2508,26.200000000000003
91,2:35 - 3rd) ,BUF 69.6%,2545,30.400000000000006
92,2:24 - 3rd) ,BUF 71.4%,2556,28.599999999999994
93,2:20 - 3rd) ,BUF 79.3%,2560,20.700000000000003
94,2:00 - 3rd) ,BUF 67.6%,2580,32.400000000000006
95,1:48 - 3rd) ,BUF 67.7%,2592,32.3
96,1:14 - 3rd) ,BUF 73.1%,2626,26.900000000000006
97,0:36 - 3rd) ,BUF 70.1%,2664,29.900000000000006
98,15:00 - 4th),BUF 79.1%,2700,20.900000000000006
99,14:17 - 4th),BUF 76.8%,2743,23.200000000000003
100,13:59 - 4th),BUF 84.6%,2761,15.400000000000006
101,13:27 - 4th),BUF 85.4%,2793,14.599999999999994
102,12:47 - 4th),BUF 90.2%,2833,9.799999999999997
103,12:42 - 4th),BUF 89.9%,2838,10.099999999999994
104,12:05 - 4th),BUF 91.9%,2875,8.099999999999994
105,11:18 - 4th),BUF 89.0%,2922,11.0
106,10:55 - 4th),BUF 89.2%,2945,10.799999999999997
107,10:21 - 4th),BUF 88.8%,2979,11.200000000000003
108,9:40 - 4th) ,BUF 96.4%,3020,3.5999999999999943
109,9:36 - 4th) ,BUF 91.3%,3024,8.700000000000003
110,9:25 - 4th) ,BUF 89.0%,3035,11.0
111,8:52 - 4th) ,BUF 87.4%,3068,12.599999999999994
112,8:17 - 4th) ,BUF 86.7%,3103,13.299999999999997
113,7:31 - 4th) ,BUF 88.6%,3149,11.400000000000006
114,7:27 - 4th) ,BUF 89.7%,3153,10.299999999999997
115,6:44 - 4th) ,BUF 92.2%,3196,7.799999999999997
116,6:33 - 4th) ,BUF 93.2%,3207,6.799999999999997
117,5:53 - 4th) ,BUF 86.6%,3247,13.400000000000006
118,5:11 - 4th) ,BUF 97.7%,3289,2.299999999999997
119,4:58 - 4th) ,BUF 97.9%,3302,2.0999999999999943
120,4:53 - 4th) ,BUF 97.7%,3307,2.299999999999997
121,4:38 - 4th) ,BUF 97.9%,3322,2.0999999999999943
122,4:00 - 4th) ,BUF 98.3%,3360,1.7000000000000028
123,3:44 - 4th) ,BUF 95.9%,3376,4.099999999999994
124,3:37 - 4th) ,BUF 99.4%,3383,0.5999999999999943
125,2:55 - 4th) ,BUF 99.1%,3425,0.9000000000000057
126,2:12 - 4th) ,BUF 99.0%,3468,1.0
127,2:06 - 4th) ,BUF 99.0%,3474,1.0
128,2:00 - 4th) ,BUF 99.3%,3480,0.7000000000000028
129,1:44 - 4th) ,BUF 99.9%,3496,0.09999999999999432
130,1:34 - 4th) ,BUF 99.9%,3506,0.09999999999999432
131,0:55 - 4th) ,BUF 99.9%,3545,0.09999999999999432
132,0:21 - 4th) ,BUF 99.9%,3579,0.09999999999999432
133,0:00 - 4th) ,BUF 100%,3600,0.0
